SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,LEA_TYPE,LEA_TYPE_TEXT,OUT_OF_STATE_FLAG,CHARTER_LEA,CHARTER_LEA_TEXT,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,OPERATIONAL_SCHOOLS
2023-2024,18,INDIANA,IN,MSD Warren Township,01,,IN-5360,1812360,975 N Post Rd,,,Indianapolis,IN,46219,,975 N Post Rd,,,Indianapolis,IN,46219,,(317)869-4300,http://www.warren.k12.in.us/,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,16
2023-2024,18,INDIANA,IN,Warrick County School Corp,01,,IN-8130,1812390,PO Box 809,,,Boonville,IN,47601,,300 E Gum,,,Boonville,IN,47601,,(812)897-0400,http://www.warrick.k12.in.us,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,18
2023-2024,18,INDIANA,IN,Warsaw Community Schools,01,,IN-4415,1812420,PO Box 288,,,Warsaw,IN,46581,,1 Administration Dr,,,Warsaw,IN,46580,,(574)371-5098,http://www.warsaw.k12.in.us,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,11
2023-2024,18,INDIANA,IN,Washington Community Schools,01,,IN-1405,1812450,301 E South St,,,Washington,IN,47501,,301 E South St,,,Washington,IN,47501,,(812)254-5536,http://www.wcs.k12.in.us/,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,6
2023-2024,18,INDIANA,IN,MSD Washington Township,01,,IN-5370,1812720,8550 Woodfield Crossing Blvd,,,Indianapolis,IN,46240,,8550 Woodfield Crossing Blvd,,,Indianapolis,IN,46240,,(317)845-9400,http://www.msdwt.k12.in.us,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,14
2023-2024,18,INDIANA,IN,MSD Wayne Township,01,,IN-5375,1812810,1220 S High Sch Rd,,,Indianapolis,IN,46241,,1220 S High Sch Rd,,,Indianapolis,IN,46241,,(317)988-8600,http://www.wayne.k12.in.us/,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,18
2023-2024,18,INDIANA,IN,West Lafayette Com School Corp,01,,IN-7875,1812870,1130 N Salisbury,,,West Lafayette,IN,47906,,1130 N Salisbury,,,West Lafayette,IN,47906,,(765)746-1602,http://www.wl.k12.in.us/,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,18,INDIANA,IN,Frankton-Lapel Community Schools,01,,IN-5245,1812880,7916 W 300 N,,,Anderson,IN,46011,,7916 W 300 N,,,Anderson,IN,46011,,(765)734-1261,http://www.frankton-lapel.org,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,18,INDIANA,IN,West Noble School Corporation,01,,IN-6065,1812900,5050 N US 33,,,Ligonier,IN,46767,,5050 N US 33,,,Ligonier,IN,46767,,(260)894-3191,http://westnoble.k12.in.us,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,18,INDIANA,IN,West Washington School Corp,01,,IN-8220,1812930,8026 W Batt Rd,,,Campbellsburg,IN,47108,,8026 W Batt Rd,,,Campbellsburg,IN,47108,,(812)755-4872,http://http:/westwashingtonschools.org,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,18,INDIANA,IN,Western Boone Co Com Sch Dist,01,,IN-0615,1812990,1201 N SR 75,,,Thorntown,IN,46071,,1201 N SR 75,,,Thorntown,IN,46071,,(765)482-6333,http://www.weboschools.org/,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,18,INDIANA,IN,Western Wayne Schools,01,,IN-8355,1813050,519 Queen St.,,,Pershing,IN,47370,,519 Queen St,,,Pershing,IN,47370,,(765)478-5375,http://www.wwayne.k12.in.us,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,18,INDIANA,IN,Westfield-Washington Schools,01,,IN-3030,1813080,19500 Tomlinson Rd.,,,Westfield,IN,46074,,19500 Tomlinson Rd.,,,Westfield,IN,46074,,(317)867-8000,http://www.wws.k12.in.us/,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,10
2023-2024,18,INDIANA,IN,Westview School Corporation,01,,IN-4525,1813110,1545 S 600 W,,,Topeka,IN,46571,,1545 S 600 W,,,Topeka,IN,46571,,(260)768-4404,http://www.westview.k12.in.us/,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,18,INDIANA,IN,School City of Whiting,01,,IN-4760,1813200,1500 Center St,,,Whiting,IN,46394,,1500 Center St,,,Whiting,IN,46394,,(219)659-0656,http://www.whiting.k12.in.us/,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,18,INDIANA,IN,Whitko Community School Corp,01,,IN-4455,1813230,710 N SR 5 Suite B,,,Larwill,IN,46764,,710 N SR 5 Suite B,,,Larwill,IN,46764,,(260)327-3677,http://www.whitko.org/,1,Open,1,Open,04/17/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,18,INDIANA,IN,The Genius School,01,,IN-9054,1813231,4010 N Sherman Drive,,,Indianapolis,IN,46226,,4010 N Sherman Drive,,,Indianapolis,IN,46226,,(317)643-5430,,1,Open,1,Open,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,18,INDIANA,IN,Springville Community Academy,01,,IN-9722,1813232,126 Brick Street,,,Springville,IN,47462,,126 Brick Street,,,Springville,IN,47462,,(317)379-0499,,1,Open,1,Open,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,Adjusted,1
2023-2024,18,INDIANA,IN,Liberty Grove Schools,01,,IN-9737,1813233,1002 W. 25th Street,,,Indianapolis,IN,46208,,1002 W. 25th Street,,,Indianapolis,IN,46208,,(317)226-3807,http://libertygroveschools.org/,1,Open,1,Open,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,18,INDIANA,IN,Monarca Academy,01,,IN-9829,1813234,5525 W 34th Street,,,Indianapolis,IN,46224,,5525 W 34th Street,,,Indianapolis,IN,46224,,(317)379-0499,,1,Open,1,Open,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,18,INDIANA,IN,Paramount School of Excellence South Bend,01,,IN-9004,1813235,3414 Hepler Street,,,South Bend,IN,46635,,3414 Hepler Street,,,South Bend,IN,46635,,(317)519-4588,,3,New,3,New,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,18,INDIANA,IN,Paramount School of Excellence Lafayette,01,,IN-9022,1813236,1904 Elmwood Ave,,,Lafayette,IN,47904,,1904 Elmwood Ave,,,Lafayette,IN,47904,,(765)463-5543,,3,New,3,New,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,18,INDIANA,IN,Success Academy at Boys and Girls Club,01,,IN-9027,1813237,502 E Sample St,,,South Bend,IN,46601,,502 E Sample St,,,South Bend,IN,46601,,(574)299-9800,,3,New,3,New,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,1
2023-2024,18,INDIANA,IN,Excel Center - Southeast,01,,IN-9036,1813238,2251 Sloan Avenue,,,Indianapolis,IN,46203,,2251 Sloan Avenue,,,Indianapolis,IN,46203,,(574)370-1130,,3,New,3,New,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,18,INDIANA,IN,Premier Arts Academy,01,,IN-9043,1813239,2721 Prairie St.,,,Elkhart,IN,46517,,2721 Prairie St.,,,Elkhart,IN,46517,,(574)361-1258,,3,New,3,New,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,18,INDIANA,IN,The Portage School of Leaders,01,,IN-9048,1813240,305 W. Madison St.,,,South Bend,IN,46601,,305 W. Madison St.,,,South Bend,IN,46601,,(574)299-9800,,3,New,3,New,04/17/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,09,10,Secondary,As reported,1
2023-2024,19,IOWA,IA,North Fayette Valley Comm School District,01,,IA-334774 000,1900006,PO BOX 73,600 N. Pine Street,,West Union,IA,52175,0073,600 N. Pine Street,,,West Union,IA,52175,0073,(563)422-3851,http://www.nfvschools.com,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,19,IOWA,IA,Colfax-Mingo Comm School District,01,,IA-501332 000,1900009,1000 NORTH WALNUT,,,Colfax,IA,50054,,1000 NORTH WALNUT,,,Colfax,IA,50054,,(515)674-3646,http://colfax-mingo.k12.ia.us,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,19,IOWA,IA,Sibley-Ocheyedan Comm School District,01,,IA-725994 000,1900015,120 11th Ave NE,,,Sibley,IA,51249,,120 11th Ave NE,,,Sibley,IA,51249,,(712)754-2533,http://www.thegenerals.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,19,IOWA,IA,Okoboji Comm School District,01,,IA-304890 000,1900021,PO BOX 147,1205 7th St,,Milford,IA,51351,,1205 7th St,,,Milford,IA,51351,,(712)338-4757,http://www.okobojischools.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,19,IOWA,IA,Union Comm School District,01,,IA-076536 000,1900022,200 Adams St,,,La Porte City,IA,50651,1143,200 Adams St,,,La Porte City,IA,50651,1143,(319)342-2674,http://www.union.k12.ia.us,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,19,IOWA,IA,Sioux Central Comm School District,01,,IA-116035 000,1900023,4440 U.S. Hwy 71,,,Sioux Rapids,IA,50585,,4440 U.S. Hwy 71,,,Sioux Rapids,IA,50585,,(712)283-2956,http://www.siouxcentral.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,19,IOWA,IA,South Central Calhoun Comm School District,01,,IA-136091 000,1900024,1000 Tonawanda Street,,,Rockwell City,IA,50579,1802,1000 Tonawanda Street,,,Rockwell City,IA,50579,1802,(712)297-7341,http://www.scc.k12.ia.us,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,19,IOWA,IA,Panorama Comm School District,01,,IA-395121 000,1900025,PO BOX 39,701 W Main,,Panora,IA,50216,,701 W Main,,,Panora,IA,50216,,(641)755-4144,http://www.panoramaschools.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,19,IOWA,IA,South O'Brien  Comm School District,01,,IA-716099 000,1900026,PO BOX 638,216 S Rutledge,,Paullina,IA,51046,0638,216 S Rutledge,,,Paullina,IA,51046,0638,(712)949-2115,http://www.soswolverines.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,19,IOWA,IA,Riverside Comm School District,01,,IA-785510 000,1900027,PO BOX 218,330 Pleasant St,,Carson,IA,51525,0218,330 Pleasant St,,,Carson,IA,51525,0218,(712)484-2212,http://www.riversideschools.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,19,IOWA,IA,Prairie Valley Comm School District,01,,IA-945325 000,1900028,PO BOX 49,1111 Beek St,,Gowrie,IA,50543,0049,1111 Beek St,,,Gowrie,IA,50543,0049,(515)352-5575,http://www.southeastvalley.org,2,Closed,2,Closed,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,19,IOWA,IA,Albert City-Truesdale Comm School District,01,,IA-110072 000,1900031,PO BOX 98,300 Orchard,,Albert City,IA,50510,,300 Orchard,,,Albert City,IA,50510,,(712)843-5416,http://www.albertct.k12.ia.us,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,19,IOWA,IA,Alden Comm School District,01,,IA-420108 000,1900032,PO BOX 48,209 Center Street,,Alden,IA,50006,,209 Center Street,,,Alden,IA,50006,,(515)859-3393,http://www.ifacadets.net,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,19,IOWA,IA,East Marshall Comm School District,01,,IA-641968 000,1900040,PO BOX 159,,,Gilman,IA,50106,,204 West Center,,,Gilman,IA,50106,,(641)498-7481,http://www.emmustangs.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,19,IOWA,IA,GMG Comm School District,01,,IA-862682 000,1900060,1710 Wallace Ave.,,,Green Mountain,IA,50632,,1710 Wallace Avenue,,,Green Mountain,IA,50632,,(641)474-2254,http://gmgschools.socs.net,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,19,IOWA,IA,Choice Charter Schools,01,,IA-428100 000,1900488,607 Center Street,,,Union,IA,50258,,607 Center Street,,,Union,IA,50258,,(515)850-2545,http://choicecharterschool.org/,1,Open,1,Open,04/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,19,IOWA,IA,AGWSR Comm School District,01,,IA-420009 000,1903060,918 4th Ave,,,Ackley,IA,50601,,918 4th Ave,,,Ackley,IA,50601,,(641)847-2611,http://www.agwsr.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,19,IOWA,IA,Adair-Casey Comm School District,01,,IA-390018 000,1903090,3384 Indigo Ave.,,,Adair,IA,50002,,3384 Indigo Ave.,,,Adair,IA,50002,,(641)746-2241,http://www.acgcschools.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,19,IOWA,IA,Adel DeSoto Minburn Comm School District,01,,IA-250027 000,1903150,215 N. 11th Street,,,Adel,IA,50003,,215 N. 11th Street,,,Adel,IA,50003,,(515)993-4283,http://www.admschools.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,19,IOWA,IA,Akron Westfield Comm School District,01,,IA-750063 000,1903220,PO BOX 950,850 Kerr Dr,,Akron,IA,51001,,850 Kerr Dr,,,Akron,IA,51001,,(712)568-2020,http://www.akron-westfield.com,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,19,IOWA,IA,Albia Comm School District,01,,IA-680081 000,1903270,701 Washington Ave E,,,Albia,IA,52531,,701 Washington Ave E,,,Albia,IA,52531,,(641)932-2161,http://www.albiacsd.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,19,IOWA,IA,Alburnett Comm School District,01,,IA-570099 000,1903300,PO BOX 400,131 Roosevelt St,,Alburnett,IA,52202,,131 Roosevelt Street,,,Alburnett,IA,52202,,(319)842-2266,http://www.alburnettcsd.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,19,IOWA,IA,Algona Comm School District,01,,IA-550126 000,1903360,600 S. Hale Street,,,Algona,IA,50511,,600 S. Hale Street,,,Algona,IA,50511,,(515)295-3528,http://www.algona.k12.ia.us,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,19,IOWA,IA,Allamakee Comm School District,01,,IA-030135 000,1903390,1059 3rd Ave NW,,,Waukon,IA,52172,,1059 3rd Ave NW,,,Waukon,IA,52172,,(563)568-3409,http://www.allamakee.k12.ia.us,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,19,IOWA,IA,North Butler Comm School District,01,,IA-120153 000,1903450,PO BOX 428,513 Birch,,Allison,IA,50602,,513 Birch,,,Allison,IA,50602,,(319)267-2205,http://www.northbutler.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,19,IOWA,IA,Alta-Aurelia Comm School District,01,,IA-110171 000,1903480,101 W 5th St,,,Alta,IA,51002,,101 W 5th St,,,Alta,IA,51002,,(712)200-1010,http://www.alta-aurelia.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,19,IOWA,IA,Ames Comm School District,01,,IA-850225 000,1903540,2005 24th St,,,Ames,IA,50010,,2005 24th St,,,Ames,IA,50010,,(515)268-6600,http://amescsd.org,1,Open,1,Open,04/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,8
